MachineName,PrimaryUser,SystemManufacturer,SystemProduct,SystemModel,CPUProduct,CPU Speed(MHz),Device CreateDate,Hard DiskSpace,Free DiskSpace,IP Address
fbe-100461,mq92501184,,Core i5 2670 System,,Core i5,2670,10/11/2012,320070,130493,10.41.24.113
fbe-100479,mq20111673,,Core i5 2670 System,,Core i5,2670,09/13/2012,320070,128843,10.41.19.186
fbe-100487,mq20101138,,Core i5 2670 System,,Core i5,2670,5/08/2012,250057,112194,10.41.70.145
fbe-100628,mq20101406,,Core i5 2670 System,,Core i5,2670,09/13/2012,476938,82520,10.41.57.27
fbe-100636,mq20120413,,Core i5 2670 System,,Core i5,2670,09/14/2012,500105,121757,10.41.20.135
fbe-100644,mq20021175,,Core i5 2670 System,,Core i5,2670,10/07/2012,500105,105955,10.41.62.224
fbe-100651,mq20071980,,Core i5 2670 System,,Core i5,2670,09/14/2012,500105,123280,10.41.29.132
fbe-100677,mq42378419,,Core i5 2670 System,,Core i5,2670,09/14/2012,500105,102894,10.41.42.157
fbe-100685,mq20101568,,Core i5 2670 System,,Core i5,2670,09/14/2012,500105,110264,10.41.46.6
fbe-101121,mq20085471,,Core2 Duo 2200 System,,Core2 Duo,2200,09/13/2012,320070,107037,10.41.74.32
fbe-101352,mq20111223,Toshiba,Portege R830,PT320A-03N007,Core i5-2410M,2300,09/17/2012,476938,91564,10.72.2.101
fbe-102418,mq20112237,,Core i5 2800 System,,Core i5,2800,09/17/2012,500105,111833,10.41.65.191
fbe-102426,mq20084092,,Core i5 2800 System,,Core i5,2800,09/17/2012,500105,118353,10.41.67.163
fbe-102459,mq20019030,,Core2 Duo 2200 System,,Core2 Duo,2200,6/07/2012,320070,103674,10.41.78.28
fbe-102467,mq20072934,,Core2 Duo 2200 System,,Core2 Duo,2200,9/10/2012,320070,101888,10.41.73.72
fbe-102475,mq20111524,,Core2 Duo 2200 System,,Core2 Duo,2200,08/15/2012,320070,115300,10.41.72.244
fbe-102483,mq20060449,,Core2 Duo 2200 System,,Core2 Duo,2200,6/08/2012,320070,107907,10.41.74.17
fbe-102509,mq20111677,,Core2 Duo 2200 System,,Core2 Duo,2200,09/13/2012,320070,106615,10.41.77.240
fbe-102517,mq20072934,,Core2 Duo 2200 System,,Core2 Duo,2200,08/15/2012,320070,111589,10.41.77.172
fbe-102525,mq20111677,,Core2 Duo 2200 System,,Core2 Duo,2200,9/10/2012,320070,113658,10.41.74.12
fbe-102533,mq20120516,,Core2 Duo 2200 System,,Core2 Duo,2200,9/11/2012,320070,113419,10.41.78.109
fbe-103234,MQ20058302,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,08/20/2014,244191,24338,10.72.2.229
fbe-103267,mqx804212,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,7/04/2014,244191,185931,10.41.19.158
fbe-103275,mq20072810,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,08/20/2014,244191,97937,10.70.29.6
fbe-103804,mq20109122,Dell,Latitude E4300,,Core2 Duo,2400,2/08/2012,238473,112291,10.41.20.86
fbe-103978,mq20101542,,Core2 Duo 2200 System,,Core2 Duo,2200,6/04/2012,320070,122277,10.41.75.98
fbe-103994,mq20071928,,Core2 Duo 2200 System,,Core2 Duo,2200,6/04/2012,320070,116448,10.41.73.68
fbe-104018,mq20111839,,Core2 Duo 2200 System,,Core2 Duo,2200,6/04/2012,320070,126067,10.41.74.31
fbe-104042,mq20112235,,Core2 Duo 2200 System,,Core2 Duo,2200,6/04/2012,320070,125581,10.41.74.154
fbe-104059,mq20109053,,Core2 Duo 2200 System,,Core2 Duo,2200,6/04/2012,320070,125328,10.41.77.85
fbe-104075,mq20112569,,Core2 Duo 2200 System,,Core2 Duo,2200,6/04/2012,320070,126721,10.41.74.22
fbe-106815,mq20072680,Dell,Latitude E6500,,Core2 Duo,2400,4/06/2012,238473,104345,192.168.0.2
fbe-107748,mq20085471,,Core2 Duo 2200 System,,Core2 Duo,2200,9/10/2012,320070,113595,10.41.77.238
fbe-107755,mq20084777,,Core2 Duo 2200 System,,Core2 Duo,2200,09/13/2012,320070,103630,10.41.72.161
fbe-109108,mq20060031,,Core i5 2800 System,,Core i5,2800,09/14/2012,781512,374607,10.41.67.173
fbe-109884,mq20045663,Toshiba,Portege R700,PT310A-07F011,Core i5,2530,09/13/2012,476938,88940,10.41.26.57
fbe-109892,mq20073628,Toshiba,Portege R700,PT310A-07F011,Core i5,2530,10/03/2012,476938,197466,10.41.20.175
fbe-109918,42534100,Toshiba,Portege R700,PT310A-07F011,Core i5,2530,02/21/2013,476938,371854,169.254.247.140
fbe-110015,mq98002441,LENOVO,ThinkPad T510,4349-4VM,Core i5,2400,03/28/2014,305242,198204,10.41.17.190
fbe-110221,mq20045669,Fujitsu,LIFEBOOK T730,,Core i5,2400,03/13/2014,476938,191593,10.72.3.159
fbe-110627,mq93501641,Fujitsu,0,,Core i5-2450M,2500,5/08/2014,476938,196826,10.41.17.58
fbe-110643,mq20060031,ASUSTeK Computer Inc.,UX31E,,Core i7-2677M,1800,5/08/2012,244191,126225,192.168.0.8
fbe-110650,mq20109504,ASUSTeK Computer Inc.,UX31E,,Core i7-2677M,1800,6/12/2012,244191,117309,10.72.2.137
fbe-110668,42940656,ASUSTeK Computer Inc.,UX31E,,Core i7-2677M,1800,07/23/2012,244191,58306,10.41.82.136
fbe-110676,MQ20148974,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,08/20/2014,244191,92344,10.72.2.245
fbe-110684,mq20112622,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,08/21/2014,244191,96477,10.72.3.124
fbe-110692,mq90503546,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,08/20/2014,244191,99081,192.168.0.19
fbe-110726,MQ20148778,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,08/20/2014,244191,98024,10.72.23.112
fbe-110734,mq93501641,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,08/20/2014,244191,186181,192.168.1.60
fbe-110742,mq20111229,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,08/20/2014,244191,179694,10.41.51.68
fbe-110775,mq20071770,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,9/02/2014,244191,164929,10.72.3.0
fbe-110783,mq20097092,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,7/04/2014,244191,95777,10.72.2.170
fbe-110791,mq41376994,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,10/07/2014,244191,74681,10.72.2.164
fbe-110825,43558860,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,09/15/2014,244191,99770,10.41.82.23
fbe-110833,mq20124764,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,09/15/2014,244191,21742,10.72.3.210
fbe-110841,mq20120519,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,5/12/2015,244191,189813,10.41.22.179
fbe-110866,MQ20148257,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,09/15/2014,244191,92631,10.72.3.121
fbe-110874,43060366,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,09/15/2014,244191,31413,10.72.188.206
fbe-110882,mq20069965,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,09/15/2014,244191,94200,10.41.20.49
fbe-110890,mq87500701,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,09/15/2014,244191,82384,192.168.0.4
fbe-110916,MQ20132782,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,09/15/2014,244191,98165,10.72.22.241
fbe-110924,mq97000103,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,09/15/2014,244191,54278,10.1.1.4
fbe-110932,MQ20131980,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,09/15/2014,244191,97138,10.41.78.34
fbe-110940,43830412,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,10/07/2014,244191,96580,192.168.1.7
fbe-110965,mq93501676,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,10/07/2014,244191,176583,10.41.64.211
fbe-110973,mq94610649,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,10/07/2014,244191,185077,10.72.9.216
fbe-110981,mq20112657,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,8/01/2014,244191,105809,10.41.29.238
fbe-110999,mq93501641,Fujitsu,0,,Core i5-2430M,2400,01/22/2013,476938,180087,10.72.3.218
fbe-111047,mq20061195,Fujitsu,LIFEBOOK T731,,Core i5-2450M,2500,12/18/2012,476938,120371,10.72.2.133
fbe-111096,mq42272955,Toshiba,Portege R700,PT310A-07F011,Core i5,2530,10/07/2012,476938,199765,10.41.22.18
fbe-111104,mq20084232,Toshiba,Portege R700,PT310A-07F011,Core i5,2530,3/07/2012,476938,111103,10.1.1.6
fbe-111120,mq20033283,Toshiba,Portege R700,PT310A-07F011,Core i5,2530,9/11/2013,476938,190660,10.41.20.201
fbe-111955,mq90501004,Toshiba,Portege R830,PT320A-03N007,Core i5-2410M,2300,2/07/2012,476938,105350,10.72.3.27
fbe-111963,mq87500701,Toshiba,Portege R830,PT320A-03N007,Core i5-2410M,2300,09/13/2012,476938,69328,10.41.22.7
fbe-111971,,Toshiba,Portege R830,PT320A-03N007,Core i5-2410M,2300,04/30/2014,476938,195312,10.41.18.13
fbe-111989,mq20021687,Toshiba,Portege R830,PT320A-03N007,Core i5-2410M,2300,5/07/2012,953846,117345,10.72.3.112
fbe-111997,mq20097606,Toshiba,Portege R830,PT320A-03N007,Core i5-2410M,2300,03/20/2012,476938,92155,10.1.1.7
fbe-112029,43104061,Toshiba,Portege R830,PT320A-03N007,Core i5-2410M,2300,07/13/2012,953845,544441,10.41.91.216
fbe-112037,mq88500047,Toshiba,Portege R830,PT320A-03N007,Core i5-2410M,2300,09/14/2012,476938,386643,10.41.25.6
fbe-112045,mq20109504,,Core i7-2600 3400 System,,Core i7-2600,3400,09/14/2012,953867,807029,10.41.68.172
fbe-112052,mq20084919,,Core i7-2600 3400 System,,Core i7-2600,3400,4/01/2014,953867,902794,10.41.65.64
fbe-112185,mq20007114,LENOVO,ThinkPad T520,4242-PV6,Core i5-2520M,2500,09/14/2012,305243,108941,10.72.3.127
fbe-112233-vm,mq20006694,innotek GmbH,VirtualBox,,Core i7-4960X,3600,8/06/2014,332800,193523,10.41.17.73
fbe-112318,MQ20126620,Toshiba,Portege R830,PT320A-03N007,Core i5-2410M,2300,2/09/2012,1907735,1216353,10.72.3.172
fbe-112326,mqx803030,Toshiba,Portege R830,PT320A-03N007,Core i5-2410M,2300,7/09/2012,476938,53911,10.1.1.5
fbe-112334,mq40460037,Toshiba,Portege R830,PT320A-03N007,Core i5-2410M,2300,10/01/2012,476938,99824,192.168.0.10
fbe-112342,mq20072705,Toshiba,Portege R830,PT320A-03N007,Core i5-2410M,2300,5/02/2012,476938,18609,10.72.3.104
fbe-112359,mq41246845,Toshiba,Portege R830,PT320A-03N007,Core i5-2410M,2300,9/08/2012,476938,19858,10.1.1.7
fbe-112367,mq20069888,Toshiba,Portege R830,PT320A-03N007,Core i5-2410M,2300,01/30/2012,476938,83337,10.72.2.241
fbe-112383,MQ20133642,Toshiba,Portege R830,PT320A-03N007,Core i5-2410M,2300,10/23/2012,476938,107567,10.41.25.136
fbe-112391,,Toshiba,Portege R830,PT320A-03N007,Core i5-2410M,2300,6/10/2014,476938,190439,10.41.16.100
fbe-112409,mq87500701,Toshiba,Portege R830,PT320A-03N007,Core i5-2410M,2300,01/22/2012,476938,114265,10.72.3.211
fbe-112466,mq20125514,LENOVO,ThinkPad T520,4242-PV6,Core i5-2520M,2500,5/05/2012,305243,113826,10.41.59.161
fbe-112474,mq20097643,LENOVO,ThinkPad T520,4242-PV6,Core i5-2520M,2500,2/08/2012,305243,181629,10.41.27.132
fbe-112482,mqx803399,LENOVO,ThinkPad T520,4242-PV6,Core i5-2520M,2500,2/10/2012,305243,68750,10.196.29.109
fbe-112490,41367502,LENOVO,ThinkPad T520,4242-PV6,Core i5-2520M,2500,5/07/2012,320070,131858,10.41.62.177
fbe-112508,mq20033694,LENOVO,ThinkPad T520,4242-PV6,Core i5-2520M,2500,09/14/2012,305243,110050,192.168.3.77
fbe-112516,MQ20130265,LENOVO,ThinkPad T520,4242-PV6,Core i5-2520M,2500,09/14/2012,305243,182385,10.41.26.192
fbe-112524,mq20113061,LENOVO,ThinkPad T520,4242-PV6,Core i5-2520M,2500,10/09/2012,305243,117880,10.41.25.63
fbe-112532,MQ42941806,LENOVO,ThinkPad T520,4242-PV6,Core i5-2520M,2500,11/22/2012,305243,49552,192.168.0.7
fbe-112540,mq20084718,LENOVO,ThinkPad T520,4242-PV6,Core i5-2520M,2500,7/09/2012,1259112,976993,10.41.59.35
fbe-112557,mq20033548,LENOVO,ThinkPad T520,4242-PV6,Core i5-2520M,2500,09/20/2012,320070,109174,10.41.69.15
fbe-112565,mq20111460,LENOVO,ThinkPad T520,4242-PV6,Core i5-2520M,2500,09/13/2012,305243,105218,10.72.2.236
fbe-112573,mq41865758,LENOVO,ThinkPad T520,4242-PV6,Core i5-2520M,2500,09/14/2012,320070,123167,10.41.21.164
fbe-112581,mq20112229,LENOVO,ThinkPad T520,4242-PV6,Core i5-2520M,2500,9/11/2012,305243,195852,10.41.17.63
fbe-112599,mq20033283,LENOVO,ThinkPad T520,4242-PV6,Core i5-2520M,2500,5/08/2012,305243,95197,10.1.1.4
fbe-112607,mq93501641,LENOVO,ThinkPad T520,4242-PV6,Core i5-2520M,2500,09/25/2012,305243,124010,10.41.41.121
fbe-112615,mq20084919,,Core i7-2600 3400 System,,Core i7-2600,3400,7/09/2013,476938,405031,10.41.70.238
fbe-112623,mq40779513,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,3/11/2013,244191,94427,192.168.1.119
fbe-112631,mq42406269,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,3/11/2013,244191,103045,192.168.2.12
fbe-112649,mq20102237,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,4/05/2013,244191,192084,10.41.18.167
fbe-112656,mq20102169,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,3/11/2013,244191,202156,169.254.213.206
fbe-112672,43188591,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,3/11/2013,244191,125742,192.168.1.5
fbe-112680,42942535,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,3/11/2013,2151912,1324237,192.168.0.11
fbe-112698,mq20035143,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,3/11/2013,244191,55324,10.41.45.53
fbe-112706,mqx803005,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,3/11/2013,244191,95110,192.168.8.113
fbe-112714,mq20073628,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,3/11/2013,244196,109291,10.72.2.101
fbe-112722,mq20096073,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,05/30/2013,244191,97490,10.72.3.238
fbe-112730,40343499,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,3/11/2013,244196,134442,10.0.0.115
fbe-112748,mq20109367,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,3/11/2013,244191,98149,10.72.2.91
fbe-112755,mq89502973,LENOVO,ThinkPad T520,4242-CTO,Core i5-2520M,2500,09/14/2012,305243,114203,10.41.34.27
fbe-112771,mq20085216,LENOVO,ThinkPad T520,4242-CTO,Core i5-2520M,2500,09/14/2012,305243,115070,10.41.27.56
fbe-112789,mq20109504,LENOVO,ThinkPad T520,4242-CTO,Core i5-2520M,2500,09/17/2012,320070,110824,10.41.18.55
fbe-112797,MQ42232694,LENOVO,ThinkPad T520,4242-CTO,Core i5-2520M,2500,9/07/2012,305243,195736,10.41.21.238
fbe-112805,mq20109053,LENOVO,ThinkPad T520,4242-CTO,Core i5-2520M,2500,7/07/2012,305243,182032,10.72.2.107
fbe-112813,mqx804154,LENOVO,ThinkPad T520,4242-CTO,Core i5-2520M,2500,10/07/2012,305243,195781,10.41.17.246
fbe-112821,mq20061195,LENOVO,ThinkPad T520,4242-CTO,Core i5-2520M,2500,7/08/2012,305243,62646,10.41.43.69
fbe-112839,mq20101568,LENOVO,ThinkPad T520,4242-CTO,Core i5-2520M,2500,4/11/2012,305243,78783,10.41.41.217
fbe-112847,mq41376994,LENOVO,ThinkPad T520,4242-CTO,Core i5-2520M,2500,9/09/2012,305243,87177,10.41.36.43
fbe-112854,mq20047007,LENOVO,ThinkPad T520,4242-CTO,Core i5-2520M,2500,07/13/2012,305243,113843,10.41.43.161
fbe-112862,MQ20130268,LENOVO,ThinkPad T520,4242-CTO,Core i5-2520M,2500,09/14/2012,305243,85628,10.41.75.85
fbe-112870,mq20072097,LENOVO,ThinkPad T520,4242-CTO,Core i5-2520M,2500,9/08/2012,305243,116378,10.41.29.139
fbe-112888,mq20035343,LENOVO,ThinkPad T520,4242-CTO,Core i5-2520M,2500,09/17/2012,305243,103943,10.72.2.192
fbe-112896,mq20111709,LENOVO,ThinkPad T520,4242-CTO,Core i5-2520M,2500,9/07/2012,305243,63023,10.41.61.160
fbe-112904,mq20085736,LENOVO,ThinkPad T520,4242-CTO,Core i5-2520M,2500,09/14/2012,305243,110396,10.41.35.207
fbe-112912,mq20058759,LENOVO,ThinkPad T520,4242-CTO,Core i5-2520M,2500,11/29/2012,305243,119964,10.41.68.42
fbe-112920,42673542,LENOVO,ThinkPad T520,4242-CTO,Core i5-2520M,2500,7/08/2012,305243,96231,10.41.85.193
fbe-112938,mq82602964,LENOVO,ThinkPad T520,4242-CTO,Core i5-2520M,2500,09/14/2012,305243,22925,10.41.89.213
fbe-112953,42090512,ASUSTeK Computer Inc.,UX31E,,Core i7-2677M,1800,10/08/2012,244191,74972,192.168.2.20
fbe-112961,mq20112842,ASUSTeK Computer Inc.,UX31E,,Core i7-2677M,1800,11/15/2012,244191,32732,192.168.0.8
fbe-112964,MQ20126781,LENOVO,ThinkPad T520,4242-CTO,Core i5-2520M,2500,08/14/2013,305243,91857,192.168.1.103
fbe-112987,mq90614798,ASUSTeK Computer Inc.,UX31E,,Core i7-2677M,1800,10/10/2012,244191,123316,10.72.3.26
fbe-112995,42307023,ASUSTeK Computer Inc.,UX31E,,Core i7-2677M,1800,10/04/2012,244191,49275,10.41.84.245
fbe-113001,41157893,ASUSTeK Computer Inc.,UX31E,,Core i7-2677M,1800,11/15/2012,256053,139923,10.41.22.107
fbe-113019,mq20069795,ASUSTeK Computer Inc.,UX31E,,Core i7-2677M,1800,11/15/2012,244196,206963,10.72.2.251
fbe-113027,mq98003275,ASUSTeK Computer Inc.,UX31E,,Core i7-2677M,1800,10/04/2012,244191,101690,10.41.64.245
fbe-113035,MQ20137421,ASUSTeK Computer Inc.,UX31E,,Core i7-2677M,1800,07/15/2013,244191,65180,10.72.2.86
fbe-113043,mq20109573,ASUSTeK Computer Inc.,UX31E,,Core i7-2677M,1800,11/15/2012,244191,131439,192.168.2.4
fbe-113050,42919797,ASUSTeK Computer Inc.,UX31E,,Core i7-2677M,1800,11/13/2012,244191,94403,10.72.74.124
fbe-113068,mq20097117,ASUSTeK Computer Inc.,UX31E,,Core i7-2677M,1800,11/27/2012,256058,69793,
fbe-113076,mq41907388,ASUSTeK Computer Inc.,UX31E,,Core i7-2677M,1800,11/15/2012,244191,123010,192.168.0.13
fbe-113084,mq20084919,ASUSTeK Computer Inc.,UX31E,,Core i7-2677M,1800,11/15/2012,256053,135608,192.168.200.224
fbe-113092,42977282,ASUSTeK Computer Inc.,UX31E,,Core i7-2677M,1800,11/21/2012,244191,119636,10.72.88.225
fbe-113100,mq20045669,,Core i7-3960X 3300 System,,Core i7-3960X,3300,9/11/2012,228937,128022,10.41.44.200
fbe-113118,MQ20139341,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,8/08/2013,244191,184305,10.41.69.211
fbe-113126,mq20120413,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,8/08/2013,244191,94169,10.41.22.186
fbe-113134,mq20124103,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,8/09/2013,244191,189821,10.41.21.10
fbe-113142,mq20097418,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,8/09/2013,244196,31233,192.168.0.5
fbe-113159,mq85502332,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,8/09/2013,244191,76635,10.72.2.39
fbe-113167,MQ20147240,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,8/09/2013,244191,88394,10.72.2.69
fbe-113175,mq97001094,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,8/09/2013,244191,154517,10.72.3.26
fbe-113183,mq96304553,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,8/09/2013,244191,102328,10.41.29.13
fbe-113191,40265617,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,8/09/2013,721098,400458,10.72.211.63
fbe-113209,mq20095956,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,8/07/2013,244191,10665,192.168.11.5
fbe-113217,mq20120670,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,8/08/2013,244191,91132,10.72.2.152
fbe-113225,MQ20148009,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,8/07/2013,244191,181270,10.41.20.229
fbe-113233,mq20021175,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,8/08/2013,244191,84291,10.72.3.133
fbe-113241,mq20018403,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,8/08/2013,244191,77974,192.168.0.4
fbe-113258,mq20085674,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,8/08/2013,244191,37218,10.72.3.97
fbe-113266,mq20072673,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,8/09/2013,244191,60501,192.168.0.13
fbe-113274,42893127,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,8/09/2013,244191,175120,192.168.0.13
fbe-113282,mq20021460,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,8/09/2013,244191,72885,10.41.27.208
fbe-113290,mq95503595,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,8/08/2013,244191,50784,192.168.0.102
fbe-113308,MQ20130265,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,8/08/2013,244191,182294,10.41.29.121
fbe-113498,mq20018147,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,10/09/2013,1674991,1313652,10.1.1.5
fbe-113506,mq20120519,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,06/15/2014,244191,163189,10.72.3.51
fbe-113514,mq20109016,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,06/20/2014,244191,79036,192.168.0.5
fbe-113522,mq20120531,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,06/20/2014,244191,183857,10.72.2.241
fbe-113530,MQ20146659,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,06/20/2014,244191,92584,10.72.3.213
fbe-113548,mq20113135,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,06/20/2014,244191,85122,10.72.2.25
fbe-113555,MQ20146459,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,06/20/2014,244191,180576,192.168.1.100
fbe-113563,mq20120531,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,6/12/2014,244191,140635,192.168.1.8
fbe-113571,mq20112252,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,6/12/2014,244191,168676,10.72.3.184
fbe-113589,MQ20143415,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,6/12/2014,244191,175066,10.41.58.208
fbe-113597,mq20101194,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,06/17/2014,244191,23563,10.72.3.37
fbe-113605,mq95503595,ASUSTeK COMPUTER INC.,UX31A,,Core i5-3317U,1700,12/14/2012,240324,145128,192.168.0.7
fbe-113613,mq20111464,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,12/14/2012,240324,197361,10.41.18.167
fbe-113621,mq20022111,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,12/14/2012,240324,62395,10.72.3.32
fbe-113639,42947308,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,02/26/2013,251998,122324,
fbe-113647,mq20112651,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,01/22/2013,240324,197383,10.41.17.121
fbe-113654,mq20111154,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,12/17/2012,240324,130431,192.168.0.102
fbe-113662,mq69555168,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,12/14/2012,240324,197388,10.41.22.200
fbe-113670,43779220,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,12/18/2012,240324,189929,169.254.42.255
fbe-113688,mq41634195,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,1/10/2013,240324,118375,10.72.2.226
fbe-113696,mq20021131,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,1/11/2013,240324,109832,10.41.29.218
fbe-113704,mq20034880,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,1/12/2013,240324,118537,10.72.2.249
fbe-113712,mq20097249,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,1/11/2013,240324,148517,10.72.2.192
fbe-113720,mq20060010,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,3/11/2013,240324,95917,192.168.2.12
fbe-113738,mqx801859,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,12/17/2012,240324,127084,10.41.92.247
fbe-113746,mq20097185,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,01/31/2013,240324,197381,10.41.19.94
fbe-113753,mq20112622,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,12/21/2012,240324,84834,10.0.0.6
fbe-113761,mq30516137,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,1/10/2013,240324,105342,10.41.34.212
fbe-113779,43104789,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,01/30/2013,251998,137680,192.168.1.6
fbe-113787,mq20084718,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,12/18/2012,240324,88319,10.0.0.35
fbe-113795,mq20021280,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,01/13/2013,240324,110796,192.168.0.11
fbe-113803,mq20034762,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,03/19/2013,244191,193791,10.41.20.16
fbe-113811,mq31293883,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,03/19/2013,244191,119662,192.168.0.16
fbe-113829,MQ20135501,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,03/19/2013,244191,109076,192.168.1.11
fbe-113837,mq20096845,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,03/19/2013,244191,113878,10.72.2.218
fbe-113845,mq20096327,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,1/11/2013,240324,193775,10.41.20.152
